id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
18747123,"Large one bedroom with great view, 4 km to station",9550104,Krittiya,Bang Na,13.66294,100.65159,Entire home/apt,1500,1,12,4/16/2024,0.16,21,207,5
18760660,Pandaroom Near@Wutthakat BTS,112243171,Kulanart,Phasi Charoen,13.70746,100.44951,Entire home/apt,600,28,38,2/22/2024,0.45,1,180,2
18763136,Studio 30 sqm  (2B),23290999,Chanya,Vadhana,13.733873201925475,100.57234956148852,Entire home/apt,1100,1,116,6/3/2024,1.36,8,178,19
18779906,Deluxe room garden view - Room only,79400553,Sirima,Sathon,13.71697,100.53334,Private room,989,14,2,12/31/2019,0.03,3,362,0
18782501,"Oriental Chic Flat - Gong Li Style, BTS Bearing",1927968,Evan,Bang Na,13.660697,100.607159,Entire home/apt,606,1,94,4/27/2024,1.09,49,283,11
18794289,RiverViewSuite N: Netflix + FreeWifi+Pool+Sauna,2940438,Kinifrog,Rat Burana,13.68918,100.49221,Entire home/apt,730,28,62,5/6/2024,0.73,22,171,5
18800894,Heart of Shopping Arcade of Bangkok and Thailand,130876994,Sampheng,Samphanthawong,13.74037,100.50575,Private room,900,1,12,5/8/2024,0.15,1,364,1
18804295,200 Meter to BTS Bangna station,64508602,Thanapoj,Bang Na,13.66438,100.60381,Entire home/apt,10000,15,23,6/23/2018,0.27,4,181,0
18806239,Family Suite Room Pratunam Nr ShopingMktBTS FrWiFi,118818288,Phakhamon,Ratchathewi,13.75318,100.53859,Private room,1500,1,79,5/18/2024,0.92,1,251,9
18822653,4BR_3bathrooms_5m2bts_wifi_IconSiam_allAC_hotwater,42540886,Chonnikarn,Khlong San,13.7235,100.49875,Private room,1000,30,4,1/15/2020,0.05,5,357,0
18829807,"Pool view condo, Sukhumvit area, 5 min to BTS",131123891,Thawatchai,Phra Khanong,13.68646,100.60454,Entire home/apt,750,15,120,6/8/2024,1.4,2,233,4
18829983,"Find Your Piece in Songwat: Pieces Bed, Bangkok",45152712,Piyapa,Samphanthawong,13.73769,100.50981,Private room,1500,2,124,6/19/2024,1.45,1,310,39
18846041,Nice and New Horizon Condo nearby Sathorn++,131266999,Ratcha,Sathon,13.7142,100.53291,Private room,850,5,31,2/14/2024,0.36,1,365,5
18864066,Family Cozy Queen Bed Silom MRT BTS Work Swimming,42482778,Harnpon,Bang Rak,13.726048469543457,100.53099822998047,Entire home/apt,1307,1,379,6/25/2024,4.43,24,298,84
18877382,คอนโดใกล้btsแยกลำสาลี ที่จอดรถ เฟอร์ครบ ใกล้ของกิน,131539269,Chalisa,Bang Kapi,13.761651418778866,100.6506743,Private room,644,2,1,8/16/2022,0.04,1,91,0
18888264,Zee Thai Hostel Khaosan:Mixed Dome Bunkbed,123827255,Zee Thai,Phra Nakhon,13.76267,100.50294,Shared room,215,1,25,5/2/2024,0.29,15,364,4
18909192,"Downtown cozy 2BR/2BATH suite, MRT Lumpini/Silom",15214203,Bee,Sathon,13.71974,100.5487,Entire home/apt,3324,1,65,2/17/2024,0.76,28,338,3
18956853,HPZP_101_Nana BTS&Asoke MRT/500MBs wifi/30day,35082871,Ed,Vadhana,13.74753,100.55821,Entire home/apt,1329,1,154,6/1/2024,1.81,53,335,46
18965798,Town home for exchange students/expat with family,19592620,Bob,Bangkok Noi,13.7823,100.46975,Entire home/apt,3000,5,4,2/15/2024,0.05,2,365,2
18971941,"LAF Hotel Aree, Capsule for 1 Near BTS Ari",130628132,Laf,Phaya Thai,13.77617,100.54275,Shared room,450,1,59,4/14/2024,0.7,3,180,1
18982516,The Ninth Place Two Bed Rooms,33537656,Johnson,Pra Wet,13.685325821812825,100.64758916190979,Entire home/apt,1396,3,2,5/31/2023,0.13,4,363,0
19010392,Zee Thai Hostel Khaosan:Private Room Double bed 11,123827255,Zee Thai,Phra Nakhon,13.76291,100.5022,Private room,400,1,43,6/21/2024,0.54,15,349,39
19011386,Zee Thai Khaosan:Mixed Dome Bunkbed,123827255,Zee Thai,Phra Nakhon,13.76457,100.50439,Shared room,215,1,1,4/14/2024,0.4,15,212,1
19020863,Modern 3 bedrooms designer house 5 min to BTS E11,23398195,Kanokorn,Phra Khanong,13.6929,100.60906,Entire home/apt,3500,1,119,4/14/2024,1.61,3,354,3
19042037,Alcohol disinfects the room.Safety. Rest assured,66868898,WM•House,Huai Khwang,13.78273,100.57527,Entire home/apt,725,1,269,6/11/2024,3.13,7,134,59
19066551,Ekamai/3Bed+4Bath+Living Room,6906718,Anne Araya,Vadhana,13.72258,100.58441,Hotel room,4000,1,6,7/1/2018,0.07,24,0,0
19072380,VISA Big Sofa Lovely Decors High Floor & Sky Train,9683986,Benny,Lak Si,13.89517,100.55943,Entire home/apt,824,2,13,6/6/2023,0.18,3,90,0
19077470,"Lovely 1 BR with pool on Nawamin,BKK",61476163,Usa,Bueng Kum,13.79558,100.65303,Entire home/apt,1180,2,1,5/22/2022,0.04,14,145,0
19082619,"3BR (200sqm.) Downtown, pool and close to BTS/MRT!",60593496,Thongthep,Khlong Toei,13.726527468121985,100.56210861205126,Entire home/apt,6100,2,18,2/3/2024,0.21,3,315,3
19083341,3BR (200sqm.) + guest pool and close to BTS/MRT!,60593496,Thongthep,Khlong Toei,13.726502323882935,100.56186236613686,Entire home/apt,6100,2,10,3/18/2024,0.13,3,355,5
19091160,Luxury condo steps away from MRT,29716081,Amy Kimberly,Huai Khwang,13.79964,100.57682,Entire home/apt,1669,7,18,11/16/2019,0.21,2,363,0
19092006,A Perfect Stay at Prakanong BTS (Sukhumvit 69),86650569,Natt,Khlong Toei,13.71358,100.59344,Entire home/apt,1469,30,36,6/14/2024,0.43,1,270,6
19092383,Spacious luxe 1 bd Apt 3-min walk Asoke skytrain,94133222,Pawanee,Vadhana,13.73613,100.56386,Entire home/apt,1650,29,8,1/27/2024,0.14,2,104,1
19093219,King size bed/Free Wifi/2 mins to Phrom phong BTS,110565436,Natty,Khlong Toei,13.72745,100.56982,Entire home/apt,1490,3,173,6/10/2024,2.03,1,68,34
19094020,Stylish Condo/ 100M from Ladprao MRT,2849451,Champ,Chatu Chak,13.806110858354975,100.57273384183645,Private room,920,14,64,5/11/2024,0.82,1,215,10
19103879,Whizdom@Punnawithi Condo,104972200,Thitinun,Phra Khanong,13.69065,100.60647,Private room,1286,1,6,1/3/2020,0.07,1,177,0
19108196,Zee Thai Hostel Khaosan:Mixed Dorm Bunkbed,123827255,Zee Thai,Phra Nakhon,13.76433,100.50435,Shared room,215,1,21,4/26/2024,0.27,15,269,6
19124042,The Address 42 (Building A35/53),82992000,Uhousetaiwan,Khlong Toei,13.71438,100.58592,Entire home/apt,914,30,1,6/1/2024,1,2,365,1
19125546,GardenRoominCityCenter/3MintoBTS/Storebag/SpeedWF,39878043,Yimmy,Bang Rak,13.72129,100.5217,Entire home/apt,1501,1,197,8/11/2023,2.41,5,356,3
19126263,Superior/Breakfast/15minAirport/Pool/Near Mall,128820736,The Cottage,Lat Krabang,13.72063923,100.72413635253906,Hotel room,1386,1,42,6/23/2024,0.49,6,359,14
19126623,Superior/NoBreakfast/15minAirport/Pool/Near Mall,128820736,The Cottage,Lat Krabang,13.720368385314941,100.72418212890625,Hotel room,1234,1,591,6/25/2024,6.95,6,359,322
19127100,FREE AIRPORT PICKUP@PHROM PHONG BTS/ASOK BTS,47320777,Mickey,Khlong Toei,13.72934,100.57093,Entire home/apt,1500,25,67,3/23/2024,0.81,5,92,2
19127428,"Central Located, 2 BR, Spacious 140 Sqm. BTS 5 Min",114934916,Klass,Sathon,13.72135,100.53223,Entire home/apt,3000,3,175,6/16/2024,2.05,6,74,33
19128399,Large 1 BR Service Apt (5 mins to Emquartier/BTS),132758342,Mo,Khlong Toei,13.72638,100.57395,Entire home/apt,2000,2,87,5/10/2024,1.04,10,180,18
19134566,Big GROUP&FAMILY happy home 70 sqm. #13 Silom 3,26736483,K,Bang Rak,13.72511,100.52627,Entire home/apt,2890,25,66,3/9/2020,0.77,96,365,0
19166411,Work and relax at Fourwings,134038078,Tatyana,Suanluang,13.72777,100.6415,Entire home/apt,1300,5,19,2/1/2024,0.26,1,359,3
19173305,Asiatique河滨码头夜市/Chaopraya River View江景房/ 2rooms,108355364,Stony,Bang Kho laen,13.70306,100.49947,Entire home/apt,1500,60,70,4/29/2023,0.83,1,358,0
19198885,Cosy and comfortable apartment next to airport,134315749,Arpapicha,Don Mueang,13.91271,100.56408,Entire home/apt,498,3,83,2/26/2024,0.98,1,110,11
19235888,Bachelor mini studio only 7 min bts saphan taksin,2129668,Wimonpak,Sathon,13.71512,100.51506,Entire home/apt,478,2,60,6/10/2024,0.7,44,354,12
19239312,"1step to BTS, nice view condo with pool, gym,wifi",131123891,Thawatchai,Bang Na,13.68029,100.60818,Entire home/apt,760,90,91,11/30/2023,1.08,2,208,1
19315964,"Ekamai/ 3Bed+4Bath+Dining Room/ Near BTS, 5th Fl",6906718,Anne Araya,Vadhana,13.72242,100.5844,Hotel room,5200,1,5,2/16/2018,0.06,24,0,0
19317602,4 Storey Thai Style Home in central Bangkok,96492745,Top,Sathon,13.72167,100.54553,Entire home/apt,9999,1,97,4/11/2024,1.15,2,349,14
19336181,BKK +Platinum Centralworld + LGBTQ Friendly,120880881,Paniss And Penny,Ratchathewi,13.75073,100.53761,Entire home/apt,1596,2,157,5/12/2024,1.86,19,91,18
19336318,"1 Bed + Big pool view, 2 mins walk to BTS Onnut",12096752,Patty,Khlong Toei,13.70518,100.59998,Entire home/apt,1000,29,16,6/4/2024,0.62,1,266,8
19341433,The Bridge hostel,135504158,Yot,Sathon,13.7162,100.52167,Shared room,400,1,31,1/28/2024,0.37,1,364,1
19346230,Happy Condo near shopping Center and  Street Food,135553564,Priew,Wang Thong Lang,13.78742,100.62748,Entire home/apt,665,1,10,5/24/2018,0.12,2,328,0
19351065,Safe House Studio : Entire Townhouse Pets freindly,12940904,Nawatchara,Bang Kapi,13.74048710339769,100.6536165408853,Entire home/apt,2037,14,18,3/1/2024,0.21,1,128,16
19351138,13 FL. Apartment close to the MRT station &Gym,135603167,Katemanee,Bang Kapi,13.76257,100.6469,Entire home/apt,551,30,22,4/8/2024,0.28,5,263,2
19356266,Cozy 1BR Thai-Style House | Big Garden | Dusit,32858545,Kanyalak,Dusit,13.77998,100.52507,Entire home/apt,2239,2,191,6/19/2024,2.32,1,329,40
19356694,Quinn Condo Room 3 mins walk to MRT Sutthisarn,67532779,Samchai,Din Daeng,13.78678,100.57241,Entire home/apt,1347,1,3,8/19/2017,0.04,1,88,0
19378264,Ultra Cozy Silom 3 condo 55sqm. #14(BTS Saladaeng),26736483,K,Bang Rak,13.72459,100.52996,Entire home/apt,1820,12,48,1/1/2024,0.57,96,334,3
19418886,"TheHeart of Bangkok, Best for Leisure and Business",122960422,Narathorn,Phaya Thai,13.79107,100.54939,Private room,800,30,16,6/30/2023,0.19,2,365,1
19429477,7B@Nana/0GuestServiceFee/1Gwifi/NIST/Asok/38sqm,131427125,Jj,Vadhana,13.747908,100.558182,Entire home/apt,1373,1,114,6/4/2024,1.36,10,155,22
19465126,2-Large 3 Bedroom suitable for family and friends,71247753,Baansawasdee,Vadhana,13.73909866686071,100.5679071320189,Entire home/apt,6000,2,2,4/9/2023,0.03,5,184,0
19480942,North Park Serviced Apartment Bangkok (1 Bedroom),136521136,North Park Place,Lak Si,13.871980515881702,100.56169244398531,Private room,1786,28,2,2/1/2024,0.11,5,365,1
19495335,Ekamai/ 4Bed+4Bath/ 6tbh fl,6906718,Anne Araya,Vadhana,13.72256,100.5844,Hotel room,5500,1,11,1/3/2020,0.15,24,0,0
19497285,Ladprao 23-Rachada 30 MRT Place,36043165,Janet,Chatu Chak,13.811206,100.578454,Private room,600,10,10,12/3/2021,0.12,2,267,0
19523971,Comfortable place in the Ekkamai area (2 BR Apt),34022205,Kwan,Vadhana,13.73561,100.59093,Entire home/apt,1910,3,35,6/22/2024,0.41,4,30,14
19541442,Private Room-1 bedroom (non-smoking room),109559432,Sun,Parthum Wan,13.73941,100.54763,Private room,1100,2,45,6/24/2024,0.53,3,174,4
19566339,Luxury Home with private lift 100m BTS Ploenchit,137492951,Ding,Parthum Wan,13.74395,100.54997,Entire home/apt,2223,21,65,1/18/2024,0.77,1,365,5
19568276,"TiniKati Hostel, 4-bed Mixed Dorm, Shared Bath",135510974,Kannika,Bang Rak,13.72684,100.53127,Shared room,380,1,7,11/14/2022,0.09,2,365,0
19568545,"TiniKati Hostel, 4-bed Female Dorm, Shared Bath",135510974,Kannika,Bang Rak,13.7268,100.53127,Shared room,380,1,2,2/14/2019,0.03,2,365,0
19576047,City of Angels' Exclusive Designer's Loft,36324473,Premika,Vadhana,13.73862,100.57398,Entire home/apt,3300,1,98,6/5/2024,1.18,4,339,23
19585021,Comfort at Bang Wa Interchange Station,119422014,Hongsiri,Phasi Charoen,13.72045,100.45531,Entire home/apt,900,2,10,5/8/2024,0.12,1,107,8
19594516,"Heritage Shophouse in Yaowaraj, Bkk (room no.3/2)",28447831,Dr. Piyamas,Samphanthawong,13.73685,100.5145,Private room,1550,1,20,11/15/2023,0.25,11,339,1
19595404,"Heritage Shophouse in Yaowaraj, Bkk (room no.2/1)",28447831,Dr. Piyamas,Samphanthawong,13.73682,100.51455,Private room,1800,1,13,7/4/2023,0.16,11,339,1
19596050,"Heritage Shophouse in Yaowaraj, Bkk (room no.4/2)",28447831,Dr. Piyamas,Samphanthawong,13.73693,100.5145,Private room,1300,1,48,1/23/2023,0.58,11,317,0
19611951,Artist's House & Gallery • British Colonial Suite,33954745,Tatinut,Chatu Chak,13.81891,100.58806,Private room,1548,1,76,5/7/2024,0.9,9,361,35
19613136,Poppy Entire Home in BKK 10min wk to Grand Palcae,48994141,Thanya,Phra Nakhon,13.748379707336426,100.49824523925781,Private room,4156,1,191,6/22/2024,2.29,2,319,56
19613525,Great Place for Budget Travelers!,137933718,Julius,Huai Khwang,13.76874,100.59249,Entire home/apt,800,7,1,8/21/2017,0.01,1,358,0
19615669,PAMAhouse : Mix Dorm (6 beds) with personal locker,137954329,Kasipa,Khlong San,13.71057,100.49815,Shared room,440,1,2,11/3/2019,0.03,9,360,0
19632698,Luvly n Cozy place w/ Easy BKK All Area Accessible,70281319,Parson,Din Daeng,13.80018,100.57461,Entire home/apt,808,4,175,6/20/2024,2.06,1,70,25
19633579,"1 min Skytrain, Infinity Pool, Hi Wi-Fi",36009950,Sunny,Bang Na,13.66584,100.6041,Entire home/apt,900,30,103,3/30/2024,1.22,17,353,6
19644752,B-Republic Condo @Sukhumvit Bangkok BTS Punnawithi,138268496,Pasupat,Phra Khanong,13.68476,100.62348,Entire home/apt,850,30,6,4/14/2024,0.07,1,362,2
19648627,Artist's House and Gallery • Secret Suite,33954745,Tatinut,Chatu Chak,13.81893,100.58804,Private room,1492,1,76,5/4/2024,0.9,9,364,21
19648958,Artist's House and Gallery • Green Suite,33954745,Tatinut,Chatu Chak,13.82002,100.58762,Private room,1495,1,34,5/8/2024,0.4,9,364,10
19649237,Artist's House and Gallery-Ping Suite,33954745,Tatinut,Chatu Chak,13.81891,100.58813,Private room,1518,1,81,4/14/2024,0.96,9,362,17
19649632,Artist's House and Gallery • 1960 Suite,33954745,Tatinut,Chatu Chak,13.81891,100.58813,Entire home/apt,1934,1,37,3/26/2024,0.44,9,276,10
19662584,Private Condo in Hippest Area 2 Bedroom 中文服务,138438002,Win,Vadhana,13.73352,100.57998,Entire home/apt,3199,3,60,4/19/2024,0.72,6,342,3
19692039,Artist House & Gallery- 3 Guest Suites,33954745,Tatinut,Chatu Chak,13.81893,100.58804,Entire home/apt,4751,1,13,9/1/2019,0.16,9,362,0
19699801,Experience a Peak of Luxury in this Modern House,67882642,Malarin,Bang Khen,13.85851,100.64875,Entire home/apt,3700,7,19,2/8/2024,0.23,1,271,1
19702707,曼谷MRT汇狂地铁1号出口5分钟 市中心 代购按摩街 双夜市 四大购物城 建兴酒家 华人必住民宿1,105689479,Taosiam,Huai Khwang,13.78142,100.57689,Private room,684,1,138,11/7/2019,1.64,34,56,0
19709583,Top location at ChitLom BTS Studio Haus #4,117992287,SABAI Guests,Parthum Wan,13.74209,100.54371,Entire home/apt,2580,28,53,10/30/2023,0.63,7,55,1
19739951,3 Bed 3 Bath Stylish Homestay/ Free Pick Up,6906718,Anne Araya,Phra Khanong,13.69958,100.60771,Entire home/apt,2099,1,27,5/22/2024,0.32,24,353,8
19754011,"2BR.Serene place in Ekkamai, Sukhumvit area.",34022205,Kwan,Vadhana,13.73535,100.59027,Entire home/apt,1910,2,51,6/10/2024,0.61,4,85,11
19754787,Comfy accom. 0 (BTS Saphan khwai),26736483,K,Phaya Thai,13.78809,100.5566,Entire home/apt,869,1,17,2/22/2018,0.2,96,364,0
19772349,Private Family for 4 people,139338181,Nick,Vadhana,13.73045,100.58061,Private room,2310,1,9,4/15/2024,0.12,9,180,2
19790950,Studio Room @The Kaze34 Hotel,64131143,Chetna,Khlong Toei,13.72409443155503,100.57152118022135,Private room,1300,1,7,5/6/2024,0.09,6,363,3
19801815,Sweet Summer private room :) DMK Donmueang,26534119,Saranya,Don Mueang,13.93305,100.59065,Private room,750,60,2,12/3/2018,0.03,5,365,0
19847558,Eco-friendly 2B Apartment in community of Ekkamai.,33550104,Kasamsan,Vadhana,13.73352,100.59044,Entire home/apt,2514,2,64,6/22/2024,0.76,3,171,15
19848984,"1B/R Pool View Condo near MRT, Stay like home.",95293468,Panisa,Bang Sue,13.82952,100.52611,Private room,899,28,49,6/8/2024,0.59,2,260,4
19867600,"PAMAhouse : Family room (2 bedrooms, 1 bathroom)",137954329,Kasipa,Khlong San,13.71057,100.49815,Private room,2295,1,34,5/15/2024,0.42,9,350,10
19867815,PAMAhouse : Twin room with shared bathroom,137954329,Kasipa,Khlong San,13.71057,100.49815,Private room,990,1,5,10/14/2022,0.06,9,358,0
19867848,Metropark apartment,104122286,Laksanara,Phasi Charoen,13.69536,100.43334,Private room,971,1,55,3/23/2024,0.71,7,365,9
19895028,Cool Winter private room :) DMK Donmuaeng,26534119,Saranya,Don Mueang,13.93297,100.59065,Private room,750,60,5,1/10/2019,0.06,5,365,0
19895040,"Relaxing in heart of BKK, BTS, Wifi, Pool, Gym 48",21546515,Bon,Vadhana,13.730048179626465,100.57719421386719,Entire home/apt,875,28,20,6/1/2024,0.24,4,159,2
19901997,Warm Spring private room :) DMK Donmueang,26534119,Saranya,Don Mueang,13.933,100.59065,Private room,750,60,14,1/30/2019,0.17,5,365,0
19917236,PAMAhouse : Ladies Dorm with personal locker,137954329,Kasipa,Khlong San,13.71057,100.49815,Shared room,440,1,6,9/16/2023,0.08,9,358,2
19918087,PAMAhouse : Deluxe Room with bathtub,137954329,Kasipa,Khlong San,13.71057,100.49815,Private room,1350,1,50,6/24/2024,0.62,9,295,20
19918281,PAMAhouse : Superior Room with rooftop terrace,137954329,Kasipa,Khlong San,13.71057,100.49815,Private room,1170,1,5,2/25/2024,0.07,9,323,3
19918607,100 sqm - High Floor 2BR with panorama City View,8123510,Tatiya,Huai Khwang,13.76155,100.56949,Entire home/apt,2757,5,189,5/1/2024,2.25,10,332,21
19920216,Ideo Wutthakat condominium by Lux,104122286,Laksanara,Chom Thong,13.71583,100.46859,Private room,650,2,71,4/29/2024,0.94,7,343,7
19936635,Rama3-BRT/ Clean Private Room/ FREE wifi/ Friendly,37954370,Wachiraporn,Yan na wa,13.69234,100.53336,Private room,600,1,1,10/1/2017,0.01,1,181,0
19974397,(walk 5 mins to Icon Siam)Baan Navi,100302626,Nattapol,Khlong San,13.72337,100.50851,Private room,750,2,133,4/7/2024,1.59,4,91,6
