0, 0.00000000
1, 0.00000620
2, 0.00000644
3, 0.00000668
4, 0.00000691
5, 0.00000715
6, 0.00000715
7, 0.00000739
8, 0.00000763
9, 0.00000763
10, 0.00000787
11, 0.00000811
12, 0.00000811
13, 0.00000834
14, 0.00000834
15, 0.00000858
16, 0.00000858
17, 0.00000882
18, 0.00000906
19, 0.00000906
20, 0.00000954
21, 0.00000978
22, 0.00000978
23, 0.00001001
24, 0.00001001
25, 0.00001025
26, 0.00001049
27, 0.00001049
28, 0.00001073
29, 0.00001073
30, 0.00001097
31, 0.00001097
32, 0.00001121
33, 0.00001144
34, 0.00001144
35, 0.00001168
36, 0.00001168
37, 0.00001192
38, 0.00001216
39, 0.00001216
40, 0.00001240
41, 0.00001264
42, 0.00001264
43, 0.00001311
44, 0.00001311
45, 0.00001335
46, 0.00001335
47, 0.00001359
48, 0.00001383
49, 0.00001383
50, 0.00001407
51, 0.00001407
52, 0.00001431
53, 0.00001454
54, 0.00001454
55, 0.00001478
56, 0.00001478
57, 0.00001502
58, 0.00001502
59, 0.00001526
60, 0.00001526
61, 0.00001550
62, 0.00001574
63, 0.00001574
64, 0.00001597
65, 0.00001621
66, 0.00001621
67, 0.00001669
68, 0.00001669
69, 0.00001693
70, 0.00001693
71, 0.00001717
72, 0.00001740
73, 0.00001740
74, 0.00001764
75, 0.00001764
76, 0.00001788
77, 0.00001836
78, 0.00001860
79, 0.00001860
80, 0.00001884
81, 0.00001884
82, 0.00001907
83, 0.00001907
84, 0.00001931
85, 0.00001931
86, 0.00001955
87, 0.00002003
88, 0.00002003
89, 0.00002027
90, 0.00002027
91, 0.00002050
92, 0.00002050
93, 0.00002098
94, 0.00002098
95, 0.00002122
96, 0.00002122
97, 0.00002146
98, 0.00002146
99, 0.00002170
100, 0.00002193
101, 0.00002193
102, 0.00002217
103, 0.00002217
104, 0.00002241
105, 0.00002241
106, 0.00002265
107, 0.00002265
108, 0.00002289
109, 0.00002313
110, 0.00002313
111, 0.00002360
112, 0.00002360
113, 0.00002384
114, 0.00002408
115, 0.00002408
116, 0.00002432
117, 0.00002432
118, 0.00002456
119, 0.00002456
120, 0.00002480
121, 0.00002480
122, 0.00002503
123, 0.00002527
124, 0.00002527
125, 0.00002551
126, 0.00002551
